IN	R	M	N	B
0	153	164	499683	0
1	152	15	499833	0
2	156	2	499842	0
3	156	55	499789	0
4	165	2	499833	0
5	164	122	499714	0
0	164	153	499683	0
1	171	110	499718	1
2	165	24	499811	0
3	165	13	499822	0
4	157	31	499812	0
5	154	138	499708	0
0	152	172	499676	0
1	165	40	499795	0
2	154	108	499738	0
3	157	30	499813	0
4	157	52	499791	0
5	172	103	499724	1
0	171	151	499677	1
1	156	60	499784	0
2	154	38	499808	0
3	154	102	499744	0
4	155	121	499724	0
5	149	15	499836	0
0	165	156	499679	0
1	157	35	499808	0
2	155	89	499756	0
3	149	44	499807	0
4	155	98	499747	0
5	156	7	499837	0
0	164	156	499680	0
1	154	41	499805	0
2	155	22	499823	0
3	149	90	499761	0
4	154	137	499709	0
5	183	41	499776	0
0	157	154	499689	0
2	183	153	499664	0
1	149	19	499832	0
3	183	136	499681	0
4	183	108	499709	0
5	154	131	499715	0
0	157	154	499689	0
1	149	147	499704	0
2	183	127	499690	0
3	183	91	499726	0
4	136	23	499841	0
5	136	145	499719	0
0	149	155	499696	0
1	136	153	499711	0
2	183	95	499722	0
3	136	2	499862	0
4	166	129	499705	0
5	149	152	499699	0
0	149	155	499696	0
1	154	183	499663	0
2	136	166	499698	0
3	166	42	499792	0
4	166	10	499824	0
5	166	54	499780	0
0	183	154	499663	0
1	156	14	499830	0
2	136	8	499856	0
3	156	67	499777	0
4	156	160	499684	0
5	183	71	499746	0
0	154	183	499663	0
1	166	99	499735	0
2	166	150	499684	0
3	156	16	499828	0
4	152	140	499707	1
5	152	111	499736	1
0	166	136	499698	0
1	172	64	499763	1
2	166	115	499719	0
3	172	87	499740	1
4	174	83	499743	0
5	166	13	499821	0
0	166	136	499698	0
1	156	146	499698	0
2	173	79	499748	0
3	173	122	499705	0
4	179	52	499769	0
5	176	42	499782	0
0	166	156	499678	0
1	176	179	499645	0
2	152	136	499711	1
4	179	138	499683	0
3	179	123	499698	0
0	156	166	499678	0
5	156	163	499681	0
1	152	147	499700	1
2	179	5	499816	0
3	179	25	499796	0
4	170	128	499702	0
5	170	71	499759	0
0	152	172	499675	1
1	159	26	499815	0
2	179	3	499818	0
3	170	54	499776	0
4	159	45	499796	0
0	172	152	499675	1
5	153	67	499780	0
1	176	179	499645	0
2	170	157	499673	0
3	159	139	499702	0
4	148	132	499720	0
5	177	138	499683	2
0	176	179	499645	0
2	159	147	499694	0
1	177	133	499688	2
3	179	84	499737	0
4	147	29	499824	0
5	176	90	499734	0
0	176	179	499645	0
1	170	26	499804	0
2	178	129	499692	1
3	147	161	499692	0
4	135	114	499751	0
5	140	62	499798	0
0	170	159	499671	0
1	177	145	499676	2
2	135	140	499725	0
4	135	136	499729	0
3	134	9	499857	0
5	159	153	499688	0
0	159	170	499671	0
1	147	179	499674	0
2	134	98	499768	0
3	134	74	499792	0
4	171	44	499785	0
5	171	42	499787	0
0	177	145	499676	2
1	140	5	499855	0
2	171	0	499829	0
3	147	60	499793	0
4	171	20	499809	0
5	148	27	499825	0
0	177	145	499676	2
1	134	97	499769	0
2	148	28	499824	0
3	148	56	499796	0
4	153	103	499744	0
5	153	3	499844	0
0	134	140	499726	0
1	148	89	499763	0
2	166	130	499704	0
3	166	79	499755	0
4	153	60	499787	0
5	135	81	499784	0
0	140	134	499725	1
1	148	171	499681	0
2	166	24	499810	0
3	153	10	499837	0
4	164	63	499773	0
5	164	169	499667	0
0	172	148	499680	0
1	153	166	499681	0
2	164	38	499798	0
3	164	24	499812	0
4	171	103	499726	0
0	147	171	499682	0
5	147	19	499834	0
1	166	127	499707	0
2	163	92	499745	0
3	164	144	499692	0
4	166	28	499806	0
5	166	3	499831	0
0	153	166	499681	0
1	164	118	499718	0
2	168	31	499801	0
3	168	112	499720	0
4	168	156	499676	0
0	153	166	499681	0
5	153	5	499842	0
1	171	33	499796	0
2	168	133	499699	0
3	166	150	499684	0
4	173	140	499686	1
5	177	1	499822	0
0	171	163	499666	0
1	167	157	499676	0
2	173	176	499650	1
3	173	154	499672	1
4	173	23	499803	1
0	171	164	499665	0
5	171	55	499774	0
1	166	135	499699	0
2	172	165	499662	1
3	173	118	499709	0
4	158	140	499702	0
5	158	143	499699	0
0	168	166	499666	0
1	173	7	499820	0
2	158	136	499706	0
3	158	108	499734	0
4	158	20	499822	0
5	168	32	499800	0
0	168	166	499666	0
1	177	164	499659	0
2	144	38	499818	0
3	143	15	499842	0
4	167	3	499830	0
5	167	139	499694	0
0	172	177	499650	1
1	158	144	499698	0
3	160	105	499735	0
2	160	14	499826	0
4	167	113	499720	0
0	177	174	499649	0
5	177	156	499667	0
1	143	93	499764	0
2	160	109	499731	0
3	160	43	499797	0
4	164	41	499795	0
5	157	43	499800	0
0	158	144	499698	0
1	160	37	499803	0
2	164	0	499836	0
3	157	57	499786	0
4	157	142	499701	0
5	158	31	499811	0
0	143	158	499699	0
1	160	49	499791	0
2	157	158	499685	0
3	157	125	499718	0
4	167	13	499820	0
5	154	50	499796	0
0	167	160	499673	0
1	163	99	499737	1
2	167	154	499679	0
3	167	145	499688	0
4	167	119	499714	0
5	160	51	499789	0
0	167	160	499673	0
1	163	151	499685	1
2	154	83	499763	0
3	154	113	499733	0
4	179	157	499664	0
5	179	53	499768	0
0	163	156	499680	1
1	167	154	499679	0
2	179	151	499670	0
3	168	111	499721	0
4	168	123	499709	0
5	157	16	499827	0
0	163	156	499680	1
1	154	167	499679	0
2	167	150	499683	0
3	179	133	499688	0
4	139	133	499728	0
5	169	26	499805	0
0	154	167	499679	0
1	179	19	499802	0
2	169	12	499819	0
3	139	93	499768	0
4	169	105	499726	0
5	154	45	499801	0
0	154	167	499679	0
1	179	139	499682	0
2	139	57	499804	0
3	169	139	499692	0
4	180	108	499712	0
5	180	27	499793	0
0	179	167	499654	0
1	169	94	499737	0
2	145	99	499756	0
3	180	119	499701	0
4	180	141	499679	0
5	179	145	499676	0
0	168	179	499653	0
1	169	135	499696	0
2	181	24	499795	0
3	145	41	499814	0
4	158	141	499701	0
5	158	105	499737	0
0	169	139	499692	0
1	145	66	499789	0
2	158	31	499811	0
3	158	2	499840	0
4	158	98	499744	0
5	139	128	499733	0
0	139	169	499692	0
1	180	141	499679	0
2	158	158	499684	0
3	167	24	499809	0
4	162	136	499702	0
5	163	56	499781	0
0	181	145	499674	0
1	166	156	499677	1
2	142	155	499703	0
3	142	99	499759	0
4	142	108	499750	0
5	145	56	499799	0
0	180	145	499675	0
1	166	156	499677	1
2	162	35	499803	0
3	141	115	499744	0
4	145	151	499704	0
5	145	156	499699	0
0	166	157	499676	1
1	162	69	499769	0
2	164	99	499737	0
3	145	156	499699	0
4	164	98	499738	0
5	167	43	499790	0
0	166	157	499676	1
1	162	36	499802	0
2	165	133	499702	0
3	164	145	499691	0
4	158	4	499838	0
5	158	16	499826	0
0	141	162	499697	0
1	165	58	499777	0
2	158	94	499748	0
3	158	132	499710	0
4	157	117	499726	0
5	142	150	499708	0
0	162	142	499696	0
1	145	54	499801	0
3	157	66	499777	0
2	158	21	499821	0
4	157	85	499758	0
5	157	96	499747	0
0	165	145	499690	0
1	157	137	499706	0
2	157	165	499678	0
3	157	169	499674	0
4	170	143	499687	0
5	145	159	499696	0
0	145	164	499691	0
1	158	131	499711	0
2	157	134	499709	0
3	157	147	499696	0
4	165	48	499787	0
5	165	33	499802	0
0	157	158	499685	0
1	157	166	499677	0
2	165	111	499724	0
3	165	161	499674	0
4	170	118	499712	0
5	158	117	499725	0
1	170	157	499673	0
0	157	158	499685	0
2	170	165	499665	0
3	170	157	499673	0
4	155	145	499700	0
5	163	51	499785	1
0	170	157	499673	0
1	165	165	499670	0
2	155	23	499822	0
3	163	151	499685	1
4	155	86	499759	0
0	170	165	499665	0
5	157	100	499743	0
1	157	170	499673	0
2	163	147	499689	1
3	164	119	499717	0
4	165	119	499716	0
5	165	38	499797	0
0	166	170	499664	0
1	155	89	499756	0
2	165	35	499800	0
3	165	74	499761	0
4	163	46	499791	0
5	155	137	499708	0
1	170	165	499665	0
0	165	170	499665	0
2	163	37	499800	0
3	163	96	499741	0
4	156	143	499701	0
5	156	143	499701	0
0	163	154	499682	1
1	165	92	499743	0
2	144	149	499707	0
3	144	136	499720	0
4	144	102	499754	0
5	165	19	499816	0
0	163	154	499682	1
1	155	157	499688	0
2	156	92	499752	0
3	156	144	499700	0
4	136	19	499845	0
5	136	41	499823	0
0	165	163	499672	0
1	144	105	499751	0
2	136	115	499749	0
3	136	84	499780	0
4	136	154	499710	0
5	156	67	499777	0
0	165	163	499672	0
1	163	146	499691	0
2	136	49	499815	0
3	136	60	499804	0
5	155	163	499682	0
4	170	117	499713	0
0	156	144	499700	0
1	160	104	499736	0
2	170	138	499692	0
3	170	137	499693	0
4	170	143	499687	0
5	160	53	499787	0
0	144	156	499700	0
1	144	156	499700	0
2	170	141	499689	0
3	155	39	499806	0
4	147	57	499796	0
5	170	81	499749	0
0	160	136	499704	0
1	170	154	499676	0
2	147	115	499738	0
3	147	47	499806	0
4	147	127	499726	0
5	170	34	499796	0
0	160	136	499704	0
1	136	2	499862	0
2	170	147	499683	0
3	170	132	499698	0
4	183	80	499737	0
5	183	52	499765	0
0	170	155	499675	0
1	146	156	499698	0
2	183	101	499716	0
3	183	145	499672	0
4	183	53	499764	0
5	147	150	499703	0
0	170	155	499675	0
1	170	154	499676	0
2	183	131	499686	0
3	184	86	499730	0
4	156	119	499725	0
5	156	122	499722	0
0	170	146	499684	0
1	145	179	499676	0
2	191	6	499803	0
3	156	185	499659	0
4	191	139	499670	0
5	183	37	499780	0
0	147	170	499683	0
1	147	165	499688	0
2	156	172	499672	0
3	156	107	499737	0
4	193	52	499755	0
5	193	47	499760	0
0	184	145	499671	0
2	175	192	499633	0
1	156	161	499683	0
3	175	141	499684	0
4	175	58	499767	0
5	191	84	499725	0
0	145	183	499672	0
1	145	150	499705	0
2	175	170	499655	0
3	175	40	499785	0
4	162	166	499672	0
5	162	19	499819	0
0	191	156	499653	0
1	175	120	499705	0
2	175	25	499800	0
4	162	105	499733	0
3	175	109	499716	0
5	175	188	499637	0
0	156	191	499653	0
1	156	85	499759	0
2	175	29	499796	0
3	162	26	499812	0
4	168	115	499717	0
5	168	39	499793	0
0	175	193	499632	0
1	139	139	499722	0
2	162	163	499675	0
3	139	84	499777	0
4	168	21	499811	0
5	162	99	499739	0
0	175	193	499632	0
1	193	67	499740	0
2	168	48	499784	0
3	168	115	499717	0
4	167	136	499697	0
5	162	166	499672	0
0	162	175	499663	0
1	162	119	499719	0
2	139	47	499814	0
3	167	112	499721	0
4	167	108	499725	0
5	139	142	499719	0
0	162	175	499663	0
1	175	41	499784	0
2	167	127	499706	0
3	167	62	499771	0
4	138	27	499835	0
5	137	69	499793	1
0	168	139	499693	0
1	141	17	499842	0
2	162	13	499825	0
3	137	108	499754	1
4	141	113	499746	0
5	162	42	499796	0
0	168	139	499693	0
2	141	60	499799	0
1	168	139	499693	0
3	138	22	499840	0
4	153	149	499698	0
5	153	130	499717	0
0	167	162	499671	0
1	149	151	499700	0
2	141	12	499847	0
3	153	100	499747	0
4	153	26	499821	0
5	141	28	499831	0
0	167	162	499671	0
1	153	54	499793	0
2	162	122	499716	0
3	153	32	499815	0
4	163	132	499705	0
5	140	110	499750	0
0	137	140	499722	1
1	163	44	499793	0
2	153	135	499712	0
3	163	138	499699	0
4	163	49	499788	0
5	149	81	499770	0
0	137	140	499722	1
1	163	0	499837	0
2	141	33	499826	0
3	163	106	499731	0
4	146	111	499743	0
5	149	97	499754	0
0	153	149	499698	0
1	146	144	499710	0
2	140	57	499803	0
3	146	76	499778	0
4	149	35	499816	0
5	140	16	499844	0
0	153	149	499698	0
1	146	14	499840	0
2	149	13	499838	0
3	146	146	499708	0
4	185	154	499661	0
5	157	157	499686	0
0	163	140	499697	0
1	157	41	499802	0
2	146	113	499741	0
3	157	18	499825	0
4	184	2	499814	0
5	149	72	499779	0
0	140	163	499697	0
1	157	173	499670	0
2	163	138	499699	0
3	184	146	499670	0
4	168	71	499761	0
5	168	152	499680	0
0	149	146	499705	0
1	171	157	499672	0
2	157	139	499704	0
3	171	62	499767	0
4	168	90	499742	0
5	184	4	499812	0
0	149	146	499705	0
1	168	171	499661	0
2	146	111	499743	0
3	171	165	499664	0
4	146	14	499840	0
5	146	14	499840	0
0	184	157	499659	0
1	168	36	499796	0
2	168	105	499727	0
3	168	10	499822	0
4	146	20	499834	0
5	171	113	499716	0
0	184	157	499659	0
1	168	121	499711	0
2	157	25	499818	0
3	145	43	499812	0
4	163	125	499712	0
0	168	171	499661	0
5	169	141	499690	0
1	169	91	499740	0
2	168	110	499722	0
3	163	38	499799	0
4	163	167	499670	0
5	145	135	499720	0
0	168	171	499661	0
1	164	169	499667	0
2	168	139	499693	0
3	163	104	499733	0
4	176	125	499699	0
5	145	33	499822	0
0	176	168	499656	0
1	168	134	499698	0
2	163	0	499837	0
3	168	129	499703	0
4	168	136	499696	0
5	163	163	499674	0
0	145	168	499687	0
1	168	45	499787	0
2	146	139	499715	0
3	168	169	499663	0
4	156	40	499804	0
5	169	49	499782	0
0	179	156	499665	0
1	156	163	499681	0
2	168	85	499747	0
3	156	86	499758	0
4	156	57	499787	0
5	168	117	499715	0
0	163	169	499668	0
1	179	19	499802	0
2	163	92	499745	0
3	179	120	499701	0
4	150	148	499702	0
5	168	64	499768	0
0	154	149	499696	1
1	150	19	499831	0
2	179	145	499676	0
3	155	114	499731	0
4	155	74	499771	0
5	179	71	499750	0
0	177	168	499655	0
1	154	128	499717	1
2	168	153	499679	0
3	150	127	499723	0
4	154	165	499681	0
5	179	129	499692	0
0	172	154	499674	0
1	154	40	499806	0
2	155	33	499812	0
3	154	57	499789	0
4	154	141	499705	0
5	154	149	499696	1
0	156	179	499665	0
1	154	149	499697	0
2	156	143	499701	0
3	172	60	499768	0
4	155	86	499759	0
5	154	92	499753	1
0	158	155	499687	0
1	158	155	499687	0
2	154	157	499689	0
3	158	140	499702	0
4	158	130	499712	0
5	172	57	499771	0
0	154	149	499696	1
1	158	154	499688	0
2	150	155	499695	0
3	155	28	499817	0
4	170	126	499704	0
5	154	35	499811	0
0	170	134	499696	0
1	170	29	499801	0
2	158	133	499709	0
3	170	6	499824	0
4	170	22	499808	0
5	155	6	499839	0
0	172	154	499674	0
1	134	153	499713	0
2	172	152	499676	0
3	134	92	499774	0
4	148	14	499838	0
5	158	136	499706	0
0	148	160	499692	0
1	160	8	499832	0
2	134	11	499855	0
3	148	105	499747	0
4	160	5	499835	0
5	134	96	499770	0
0	158	155	499687	0
1	148	80	499772	0
3	148	69	499783	0
2	155	11	499834	0
4	157	10	499833	0
5	134	93	499773	0
0	173	156	499670	1
1	173	140	499686	1
2	148	136	499716	0
3	157	136	499707	0
4	157	112	499731	0
5	160	47	499793	0
0	134	170	499696	0
1	157	23	499820	0
2	157	172	499671	0
3	170	56	499774	0
4	179	80	499741	0
5	160	14	499826	0
0	173	179	499648	0
1	173	69	499758	0
2	174	12	499814	0
3	173	47	499780	0
4	179	154	499667	0
5	157	142	499701	0
0	160	148	499692	0
1	173	179	499648	0
2	173	149	499678	0
3	148	160	499692	0
4	151	64	499785	0
5	157	168	499675	0
0	151	147	499702	0
1	151	142	499707	0
2	179	172	499649	0
3	151	40	499809	0
4	147	98	499755	0
5	179	129	499692	0
0	173	156	499670	1
1	151	147	499702	0
2	147	147	499706	0
3	174	62	499764	0
4	162	134	499704	0
5	179	156	499665	0
0	156	162	499682	0
1	156	145	499699	0
2	151	133	499716	0
3	156	113	499731	0
4	162	6	499832	0
5	147	35	499818	0
0	179	173	499648	0
1	162	156	499682	0
2	162	156	499682	0
3	179	17	499804	0
4	160	134	499706	0
5	147	100	499753	0
0	160	186	499654	0
1	185	150	499664	1
2	162	137	499701	0
3	185	100	499714	1
4	160	8	499832	0
5	162	68	499770	0
0	147	151	499702	0
1	160	97	499743	0
2	160	138	499702	0
3	147	127	499726	0
4	182	54	499764	0
5	162	140	499698	0
0	182	163	499655	0
1	182	62	499756	0
2	185	104	499710	1
3	182	35	499783	0
4	163	182	499655	0
5	160	180	499660	0
0	156	162	499682	0
1	182	114	499704	0
2	181	29	499790	0
3	156	22	499822	0
4	162	117	499721	0
5	186	132	499682	0
0	140	162	499698	0
1	162	135	499703	0
2	163	150	499687	0
3	162	133	499705	0
4	162	102	499736	0
5	163	19	499818	0
0	160	186	499654	0
1	140	158	499702	0
2	162	139	499699	0
3	185	20	499794	1
4	158	123	499719	0
5	163	176	499661	0
0	158	138	499704	0
1	158	25	499817	0
2	140	105	499755	0
3	158	119	499723	0
4	158	85	499757	0
5	162	31	499807	0
0	163	182	499655	0
1	158	138	499704	0
2	158	43	499799	0
3	163	42	499795	0
4	169	96	499735	0
5	163	75	499762	0
0	162	169	499669	0
1	169	22	499809	0
2	137	144	499718	1
3	162	133	499705	0
4	169	26	499805	0
5	158	117	499725	0
0	140	162	499698	0
1	169	152	499679	0
2	162	46	499792	0
3	140	161	499699	0
4	154	48	499798	0
5	158	30	499812	0
0	154	165	499681	0
1	154	121	499725	0
2	169	80	499751	0
3	154	33	499813	0
4	165	103	499732	0
5	169	62	499769	0
0	137	157	499705	1
1	165	38	499797	0
2	165	18	499817	0
3	137	106	499756	1
4	155	36	499809	0
5	169	29	499802	0
0	179	155	499666	0
1	155	148	499697	0
2	154	163	499683	0
3	179	135	499686	0
4	155	61	499784	0
5	165	116	499719	0
0	169	162	499669	0
1	179	35	499786	0
2	179	83	499738	0
3	162	48	499790	0
4	138	136	499726	0
5	165	18	499817	0
0	138	153	499709	0
1	153	136	499711	0
2	179	33	499788	0
3	138	148	499714	0
4	138	74	499788	0
5	179	155	499666	0
0	154	165	499681	0
1	138	40	499822	0
2	138	30	499832	0
3	154	155	499691	0
4	176	146	499678	0
5	179	151	499670	0
0	170	176	499654	0
1	170	159	499671	0
2	153	119	499728	0
3	170	129	499701	0
4	170	7	499823	0
5	153	64	499783	0
0	155	179	499666	0
1	176	158	499666	0
2	176	115	499709	0
3	179	90	499731	0
4	159	135	499706	0
5	138	32	499830	0
0	153	159	499688	0
1	153	159	499688	0
2	176	131	499693	0
3	159	16	499825	0
4	159	131	499710	0
5	176	138	499686	0
1	153	127	499720	0
0	138	153	499709	0
2	153	66	499781	0
3	153	22	499825	0
4	152	27	499821	0
5	170	17	499813	0
0	156	152	499692	0
1	152	63	499785	0
2	153	97	499750	0
3	152	19	499829	0
4	156	136	499708	0
5	153	151	499696	0
0	152	156	499692	0
1	176	122	499702	0
2	156	9	499835	0
3	176	16	499808	0
4	168	101	499731	0
5	153	33	499814	0
0	154	168	499678	0
1	154	168	499678	0
2	152	80	499768	0
3	168	153	499679	0
4	168	19	499813	0
5	152	148	499700	0
0	168	154	499678	0
1	153	7	499840	0
2	154	168	499678	0
3	153	150	499697	0
4	146	30	499824	0
5	156	14	499830	0
0	146	155	499699	0
1	146	145	499709	0
2	154	70	499776	0
3	146	144	499710	0
4	155	59	499786	0
5	154	1	499845	0
0	155	146	499699	0
1	152	156	499692	0
2	154	124	499722	0
3	156	128	499716	0
4	178	119	499703	0
5	168	81	499751	0
0	178	160	499662	0
1	178	101	499721	0
2	155	117	499728	0
3	178	5	499817	0
4	178	17	499805	0
5	155	92	499753	0
0	178	160	499662	0
1	168	38	499794	0
2	160	46	499794	0
3	154	134	499712	0
4	153	121	499726	0
5	154	30	499816	0
0	153	151	499696	0
1	151	27	499822	0
2	160	71	499769	0
3	153	112	499735	0
4	154	41	499805	0
5	160	84	499756	0
0	153	151	499696	0
1	146	145	499709	0
2	151	148	499701	0
3	155	70	499775	0
4	152	136	499712	0
5	178	10	499812	0
0	155	152	499693	0
1	155	143	499702	0
2	153	82	499765	0
3	152	68	499780	0
4	155	150	499695	0
5	153	7	499840	0
0	152	155	499693	0
1	160	43	499797	0
2	152	88	499760	0
3	178	144	499678	0
4	156	112	499732	0
5	153	149	499698	0
0	171	155	499673	1
1	171	153	499675	1
2	152	20	499828	0
3	156	72	499772	0
4	156	113	499731	0
5	152	49	499799	0
0	156	172	499672	0
1	153	151	499696	0
2	171	104	499724	1
3	153	108	499739	0
4	163	117	499720	0
5	152	125	499723	0
0	163	152	499685	0
1	152	163	499685	0
2	171	152	499676	1
3	152	158	499690	0
4	152	162	499686	0
5	171	140	499688	1
0	163	152	499685	0
1	152	155	499693	0
2	152	99	499749	0
3	155	76	499769	0
4	166	176	499658	0
5	156	154	499690	0
0	177	166	499657	0
1	177	166	499657	0
2	152	140	499708	0
3	177	22	499801	0
4	166	41	499793	0
5	152	157	499691	0
0	177	166	499657	0
1	171	29	499799	1
2	166	165	499669	0
3	172	28	499800	0
4	154	103	499743	0
5	152	121	499727	0
0	154	154	499692	0
1	154	137	499709	0
2	166	176	499658	0
3	154	19	499827	0
4	154	15	499831	0
5	166	135	499699	0
0	154	154	499692	0
1	152	121	499727	0
2	154	110	499736	0
3	163	104	499733	0
4	149	130	499721	0
5	166	22	499812	0
0	153	149	499698	0
1	153	131	499716	0
2	154	149	499697	0
3	149	28	499823	0
4	153	64	499783	0
5	154	36	499810	0
0	149	153	499698	0
1	177	166	499657	0
2	149	69	499782	0
3	177	139	499684	0
4	154	118	499728	0
5	154	146	499700	0
0	154	142	499704	0
1	142	148	499710	0
2	153	17	499830	0
3	142	77	499781	0
4	154	104	499742	0
5	153	134	499713	0
0	142	154	499704	0
1	154	125	499721	0
2	142	138	499720	0
3	154	7	499839	0
4	162	112	499726	0
5	153	101	499746	0
0	162	161	499677	0
1	161	145	499694	0
2	154	56	499790	0
3	162	117	499721	0
4	162	21	499817	0
5	154	115	499731	0
0	160	162	499678	0
1	153	148	499699	0
2	159	61	499780	0
3	149	116	499735	0
4	178	168	499654	0
5	154	64	499782	0
0	178	172	499650	0
1	172	139	499689	0
2	160	32	499808	0
3	173	168	499659	0
4	178	112	499710	0
5	162	120	499718	0
0	178	173	499649	0
1	154	21	499825	0
2	178	171	499651	0
3	154	134	499712	0
4	154	127	499719	0
5	162	6	499832	0
0	164	154	499682	0
1	155	149	499696	0
2	173	116	499711	0
3	155	155	499690	0
4	154	153	499693	0
5	178	52	499770	0
0	155	164	499681	0
1	162	104	499734	0
2	155	21	499824	0
3	161	127	499712	0
4	149	15	499836	0
5	174	171	499655	0
0	153	149	499698	0
1	149	73	499778	0
2	155	158	499687	0
3	149	9	499842	0
4	153	21	499826	0
5	155	102	499743	0
0	153	149	499698	0
1	172	137	499691	0
2	153	148	499699	0
3	172	147	499681	0
4	170	15	499815	0
5	164	97	499739	0
0	163	170	499667	0
1	170	72	499758	0
2	153	125	499722	0
3	170	19	499811	0
4	163	168	499669	0
0	170	163	499667	0
5	149	0	499851	0
1	155	160	499685	0
2	170	161	499669	0
4	145	141	499714	0
3	164	69	499767	0
5	153	141	499706	0
0	145	148	499707	0
1	145	139	499716	0
2	163	122	499715	0
3	148	9	499843	0
4	148	73	499779	0
5	145	141	499714	0
0	170	163	499667	0
1	153	147	499700	0
2	148	13	499839	0
3	170	152	499678	0
4	153	114	499733	0
5	163	63	499774	0
0	151	170	499679	0
1	170	116	499714	0
2	148	14	499838	0
3	170	133	499697	0
4	152	156	499692	0
5	170	39	499791	0
0	145	148	499707	0
1	170	14	499816	0
2	151	67	499782	0
3	167	157	499676	0
4	163	120	499717	0
5	148	117	499735	0
0	167	182	499651	0
1	167	0	499833	0
2	170	55	499775	0
3	167	41	499792	0
4	181	99	499720	0
5	182	27	499791	0
0	151	170	499679	0
1	148	92	499760	0
2	182	166	499652	0
3	140	175	499685	0
4	148	141	499711	0
5	170	33	499797	0
0	140	182	499678	0
1	140	139	499721	0
2	182	103	499715	0
3	140	139	499721	0
4	182	56	499762	0
5	182	29	499789	0
0	167	182	499651	0
1	170	137	499693	0
2	140	22	499838	0
3	173	46	499781	0
4	170	5	499825	0
5	167	157	499676	0
0	188	173	499639	0
1	188	173	499639	0
2	182	107	499711	0
3	173	43	499784	0
4	188	170	499642	0
5	188	131	499681	0
0	140	182	499678	0
1	167	182	499651	0
2	188	158	499654	0
3	165	116	499719	0
4	167	44	499789	0
5	140	155	499705	0
0	159	165	499676	0
1	165	158	499677	0
2	173	17	499810	0
3	165	21	499814	0
4	165	139	499696	0
5	159	160	499681	0
0	173	188	499639	0
1	182	138	499680	0
2	159	18	499823	0
3	166	124	499710	0
4	140	34	499826	0
5	188	162	499650	0
0	166	158	499676	0
2	165	158	499677	0
1	158	115	499727	0
3	166	57	499777	0
4	166	38	499796	0
5	158	103	499739	0
0	159	165	499676	0
1	173	108	499719	0
2	166	130	499704	0
3	169	27	499804	0
4	173	174	499653	0
5	165	73	499762	0
0	169	163	499668	0
1	166	103	499731	0
2	169	57	499774	0
3	169	22	499809	0
4	163	98	499739	0
5	169	140	499691	0
0	158	166	499676	0
1	165	106	499729	0
2	163	136	499701	0
3	151	0	499849	0
4	165	115	499720	0
5	158	41	499801	0
0	151	186	499663	0
1	163	10	499827	0
2	151	161	499688	0
3	151	155	499694	0
4	186	34	499780	0
5	186	116	499698	0
0	163	169	499668	0
1	158	152	499690	0
2	186	20	499794	0
3	161	7	499832	0
4	158	84	499758	0
5	169	0	499831	0
0	174	161	499665	0
1	151	186	499663	0
2	174	153	499673	0
3	174	153	499673	0
4	174	119	499707	0
5	174	44	499782	0
0	186	151	499663	0
1	163	115	499722	0
2	161	40	499799	0
3	176	5	499819	0
4	163	159	499678	0
5	151	179	499670	0
0	176	169	499655	0
1	161	20	499819	0
2	176	112	499712	0
4	169	132	499699	0
3	169	153	499678	0
5	176	34	499790	0
0	161	174	499665	0
1	186	17	499797	0
2	169	174	499657	0
3	156	44	499800	0
4	186	42	499772	0
5	161	91	499748	0
0	177	156	499667	0
1	176	162	499662	0
2	177	156	499667	0
3	156	171	499673	0
4	177	77	499746	0
5	177	28	499795	0
0	169	176	499655	0
1	161	174	499665	0
2	156	154	499690	0
3	144	123	499733	0
4	174	128	499698	0
5	169	96	499735	0
0	144	163	499693	0
1	156	156	499688	0
2	144	56	499800	0
3	164	53	499783	0
4	144	97	499759	0
5	144	50	499806	0
0	156	177	499667	0
1	169	173	499658	0
2	144	132	499724	0
3	168	17	499815	0
4	169	94	499737	0
5	177	123	499700	0
0	168	177	499655	0
1	163	144	499693	0
2	177	94	499729	0
3	176	23	499801	0
4	168	86	499746	0
5	177	130	499693	0
0	163	144	499693	0
1	177	126	499697	0
2	168	47	499785	0
3	161	22	499817	0
4	177	27	499796	0
5	163	44	499793	0
0	161	120	499719	0
1	177	47	499776	0
2	161	89	499750	0
3	161	14	499825	0
4	160	118	499722	0
5	120	110	499770	0
0	168	177	499655	0
1	163	128	499709	0
2	160	4	499836	0
3	165	168	499667	0
4	164	59	499777	0
5	177	109	499714	0
0	209	165	499626	0
1	160	120	499720	0
2	209	15	499776	0
3	209	151	499640	0
4	210	142	499648	0
5	210	82	499708	0
1	177	133	499690	0
0	120	160	499720	0
2	210	165	499625	0
3	133	158	499709	0
4	176	146	499678	0
5	160	101	499739	0
0	164	133	499703	0
1	165	133	499702	0
2	133	41	499826	0
3	133	148	499719	0
4	164	0	499836	0
5	164	45	499791	0
0	120	160	499720	0
1	210	165	499625	0
2	133	37	499830	0
3	163	117	499720	0
4	161	103	499736	0
5	165	146	499689	0
0	149	163	499688	0
1	133	40	499827	0
2	149	160	499691	0
3	149	151	499700	0
4	149	74	499777	0
5	149	135	499716	0
0	209	165	499626	0
1	133	163	499704	0
2	149	163	499688	0
3	152	42	499806	0
4	209	144	499647	0
5	133	38	499829	0
0	169	152	499679	0
1	149	118	499733	0
2	169	134	499697	0
3	169	16	499815	0
4	169	88	499743	0
5	169	38	499793	0
0	133	164	499703	0
1	149	129	499722	0
2	169	30	499801	0
3	168	15	499817	0
4	133	141	499726	0
